opportunity_id,customer_account,product_group,mrr,stage,forecast_category,rep,sales_channel,created_date,close_date
OPP-00827,Quantum Networks,Wavelengths,121.82,Closed Won,Closed,Sarah Mitchell,Agent,08/04/2025,08/21/2025
OPP-00830,Cascade Networks,Ethernet,2025.57,5 - Accepted,Closed,Mark Thompson,Direct,04/10/2025,06/07/2025
OPP-00833,Acme Corp,MPLS,1082.48,5 - Accepted,Closed,Jessica Kim,Channel,03/16/2025,04/02/2025
OPP-00835,VectorData,Ethernet,447.04,Closed Won,Closed,Jessica Kim,Channel,06/10/2025,10/15/2025
OPP-00836,SignalBridge,IP Transit,131.52,Closed Won,Closed,Amy Rodriguez,Agent,08/01/2024,11/25/2024
OPP-00840,NexGen Telecom,MPLS,22.21,Closed Won,Closed,Mark Thompson,Agent,10/07/2024,02/20/2025
OPP-00844,BluePeak,Ethernet,131.22,5 - Accepted,Closed,Amy Rodriguez,Direct,11/29/2025,01/08/2026
OPP-00845,IronGate Tech,IP Transit,1208.37,Closed Won,Closed,David Park,Channel,07/29/2024,11/05/2024
OPP-00850,BluePeak,Colocation,394.69,Closed Won,Closed,Ryan O'Brien,Direct,08/25/2025,09/28/2025
OPP-00851,SignalBridge,Managed Services,579.91,5 - Accepted,Closed,Ryan O'Brien,Channel,03/27/2024,08/20/2024
OPP-00852,Atlas Computing,Colocation,459.22,5 - Accepted,Closed,Ryan O'Brien,Channel,05/03/2024,10/01/2024
OPP-00858,WavePoint,Managed Services,114.75,Closed Won,Closed,Sarah Mitchell,Channel,09/18/2024,03/17/2025
OPP-00863,SignalBridge,SD-WAN,544.18,5 - Accepted,Closed,Amy Rodriguez,Channel,05/02/2024,06/12/2024
OPP-00871,EchoPoint,Colocation,538.23,Closed Won,Closed,Jessica Kim,Agent,10/30/2025,01/09/2026
OPP-00875,TechFlow Inc,IP Transit,167.0,5 - Accepted,Closed,Amy Rodriguez,Direct,08/08/2024,01/05/2025
OPP-00878,HorizonIO,Ethernet,85.03,5 - Accepted,Closed,Chris Weber,Direct,10/28/2024,02/20/2025
OPP-00880,SignalBridge,Dark Fiber,45.14,Closed Won,Closed,Amy Rodriguez,Agent,02/24/2025,03/18/2025
OPP-00881,NexGen Telecom,SD-WAN,866.41,Closed Won,Closed,Mark Thompson,Agent,10/03/2025,12/08/2025
OPP-00883,Acme Corp,Cloud Connect,640.47,5 - Accepted,Closed,David Park,Channel,05/09/2025,09/29/2025
OPP-00884,FiberLink,Colocation,242.44,Closed Won,Closed,Mark Thompson,Direct,07/05/2025,08/09/2025
OPP-00888,Atlas Computing,Cloud Connect,291.49,5 - Accepted,Closed,Mark Thompson,Channel,07/02/2025,09/21/2025
OPP-00890,Zenith Systems,DDoS Protection,177.99,5 - Accepted,Closed,Nicole Foster,Agent,08/18/2025,12/26/2025
OPP-00896,CloudFirst,Ethernet,305.36,Closed Won,Closed,Jose Banales,Agent,06/23/2025,10/23/2025
OPP-00904,Cascade Networks,Cloud Connect,465.14,Closed Won,Closed,Sarah Mitchell,Direct,01/22/2026,02/25/2026
OPP-00906,Summit Cloud,MPLS,1438.19,Closed Won,Closed,Jose Banales,Agent,07/13/2024,09/16/2024
OPP-00918,SkyBridge Networks,Wavelengths,160.31,Closed Won,Closed,Lisa Chen,Direct,06/20/2024,10/02/2024
OPP-00921,SwiftNode,DDoS Protection,594.1,Closed Won,Closed,Nicole Foster,Agent,10/19/2025,02/01/2026
OPP-00926,BluePeak,DDoS Protection,303.35,5 - Accepted,Closed,Amy Rodriguez,Channel,05/23/2025,07/07/2025
OPP-00927,DigiPath,Managed Services,116.52,Closed Won,Closed,Mark Thompson,Agent,10/28/2025,11/13/2025
OPP-00930,DigiPath,Cloud Connect,5990.97,Closed Won,Closed,Nicole Foster,Direct,11/04/2024,01/01/2025
OPP-00934,RedRock Data,SD-WAN,790.44,5 - Accepted,Closed,Amy Rodriguez,Agent,11/21/2024,05/20/2025
OPP-00935,LinkStream,Wavelengths,362.63,Closed Won,Closed,Sarah Mitchell,Channel,07/30/2025,09/09/2025
OPP-00936,ClearPath,Ethernet,1401.43,5 - Accepted,Closed,Nicole Foster,Agent,08/16/2025,09/27/2025
OPP-00940,Summit Cloud,DDoS Protection,89.73,Closed Won,Closed,Ryan O'Brien,Channel,05/24/2025,07/27/2025
OPP-00942,NexGen Telecom,Wavelengths,127.81,5 - Accepted,Closed,Lisa Chen,Direct,12/25/2024,03/07/2025
OPP-00944,FlexNet Solutions,MPLS,643.08,5 - Accepted,Closed,David Park,Agent,02/13/2026,03/17/2026
OPP-00945,SignalBridge,IP Transit,346.7,5 - Accepted,Closed,Amy Rodriguez,Channel,12/13/2024,01/16/2025
OPP-00947,FlexNet Solutions,Ethernet,207.65,Closed Won,Closed,Ryan O'Brien,Agent,03/12/2025,08/13/2025
OPP-00950,Quantum Networks,Ethernet,253.34,5 - Accepted,Closed,Chris Weber,Agent,11/11/2025,03/12/2026
OPP-00953,FlexNet Solutions,Wavelengths,107.23,Closed Won,Closed,David Park,Direct,06/01/2025,09/14/2025
OPP-00954,Acme Corp,Dark Fiber,25.64,Closed Won,Closed,David Park,Direct,06/03/2025,11/14/2025
OPP-00955,Quantum Networks,SD-WAN,131.65,5 - Accepted,Closed,Lisa Chen,Direct,01/21/2025,07/07/2025
OPP-00957,BluePeak,Colocation,469.28,5 - Accepted,Closed,Lisa Chen,Channel,06/08/2025,07/17/2025
OPP-00963,Acme Corp,Managed Services,514.45,Closed Won,Closed,Nicole Foster,Agent,06/25/2024,09/11/2024
OPP-00970,Cascade Networks,DDoS Protection,223.59,5 - Accepted,Closed,Ryan O'Brien,Direct,08/08/2024,11/02/2024
OPP-00978,SwiftNode,DDoS Protection,78.34,5 - Accepted,Closed,Chris Weber,Direct,05/09/2024,10/24/2024
OPP-00981,Pinnacle IT,SD-WAN,95.05,5 - Accepted,Closed,Jose Banales,Direct,05/20/2024,08/03/2024
OPP-00983,Quantum Networks,Colocation,399.8,Closed Won,Closed,Jessica Kim,Direct,03/11/2025,07/14/2025
OPP-00985,TechFlow Inc,Colocation,313.43,Closed Won,Closed,Jessica Kim,Direct,08/06/2024,09/19/2024
OPP-00986,SwiftNode,Wavelengths,222.82,Closed Won,Closed,Nicole Foster,Channel,03/28/2024,06/09/2024
OPP-00988,CoreConnect,Managed Services,218.26,Closed Won,Closed,Mark Thompson,Channel,01/19/2026,02/22/2026
OPP-00993,PrimeRoute,MPLS,128.78,5 - Accepted,Closed,Chris Weber,Channel,05/10/2024,08/11/2024
OPP-01001,DataSync Labs,IP Transit,206.85,Closed Won,Closed,Ryan O'Brien,Channel,02/10/2026,02/28/2026
OPP-01003,SkyBridge Networks,DDoS Protection,74.76,Closed Won,Closed,Sarah Mitchell,Agent,02/24/2025,06/23/2025
OPP-01004,SkyBridge Networks,Managed Services,1474.76,5 - Accepted,Closed,David Park,Agent,08/20/2025,01/30/2026
OPP-01006,Titanium Labs,Colocation,1835.84,Closed Won,Closed,Nicole Foster,Agent,05/09/2024,10/26/2024
OPP-01007,Pinnacle IT,Colocation,1423.07,5 - Accepted,Closed,Ryan O'Brien,Channel,03/23/2025,06/05/2025
OPP-01009,SkyBridge Networks,Managed Services,1287.81,Closed Won,Closed,Nicole Foster,Direct,05/09/2025,10/20/2025
OPP-01010,CoreConnect,MPLS,617.67,5 - Accepted,Closed,David Park,Channel,10/06/2024,12/06/2024
OPP-01015,Summit Cloud,Wavelengths,259.22,5 - Accepted,Closed,Mark Thompson,Direct,08/20/2025,02/01/2026
OPP-01016,PrimeRoute,Wavelengths,196.81,5 - Accepted,Closed,Lisa Chen,Channel,09/16/2024,11/06/2024
OPP-01021,DigiPath,Wavelengths,118.9,Closed Won,Closed,Jessica Kim,Channel,06/06/2024,08/16/2024
OPP-01025,Acme Corp,DDoS Protection,759.44,Closed Won,Closed,Sarah Mitchell,Channel,11/13/2024,05/10/2025
OPP-01032,Quantum Networks,Cloud Connect,283.11,Closed Won,Closed,Amy Rodriguez,Agent,08/25/2024,01/24/2025
OPP-01037,IronGate Tech,Colocation,258.43,5 - Accepted,Closed,Jose Banales,Channel,10/31/2024,02/27/2025
OPP-01042,VectorData,DDoS Protection,1063.81,5 - Accepted,Closed,David Park,Agent,03/23/2024,06/14/2024
OPP-01044,Quantum Networks,Wavelengths,25.48,Closed Won,Closed,Chris Weber,Agent,09/04/2024,11/08/2024
OPP-01051,StarForge,Colocation,218.22,Closed Won,Closed,Lisa Chen,Direct,06/30/2024,08/16/2024
OPP-01064,PrimeRoute,MPLS,166.56,Closed Won,Closed,Lisa Chen,Agent,07/16/2024,10/26/2024
OPP-01067,HorizonIO,Dark Fiber,137.69,5 - Accepted,Closed,Chris Weber,Agent,12/22/2024,02/26/2025
OPP-01068,PulseNet,SD-WAN,517.39,5 - Accepted,Closed,David Park,Agent,01/04/2026,03/03/2026
OPP-01072,CopperLine,Dark Fiber,105.7,Closed Won,Closed,Amy Rodriguez,Agent,02/25/2025,08/24/2025
OPP-01074,IronGate Tech,DDoS Protection,379.95,5 - Accepted,Closed,Jessica Kim,Direct,04/28/2024,07/11/2024
OPP-01077,WavePoint,Cloud Connect,191.53,Closed Won,Closed,Jessica Kim,Channel,01/26/2025,03/02/2025
OPP-01078,PulseNet,Ethernet,64.74,5 - Accepted,Closed,Lisa Chen,Channel,04/25/2025,07/03/2025
OPP-01082,Quantum Networks,Cloud Connect,109.54,5 - Accepted,Closed,Chris Weber,Agent,04/22/2024,07/12/2024
OPP-01084,Acme Corp,IP Transit,740.0,5 - Accepted,Closed,Amy Rodriguez,Direct,05/12/2024,08/12/2024
OPP-01086,SkyBridge Networks,Wavelengths,136.22,Closed Won,Closed,Mark Thompson,Channel,11/12/2025,02/01/2026
OPP-01089,PulseNet,SD-WAN,548.27,Closed Won,Closed,Amy Rodriguez,Channel,04/24/2024,09/22/2024
OPP-01090,Zenith Systems,Ethernet,652.62,Closed Won,Closed,Mark Thompson,Direct,12/24/2024,04/06/2025
OPP-01097,ByteWorks,Ethernet,1342.47,5 - Accepted,Closed,Jose Banales,Agent,07/02/2025,12/14/2025
OPP-01102,CoreConnect,DDoS Protection,481.69,Closed Won,Closed,Nicole Foster,Direct,08/27/2024,12/22/2024
OPP-01105,PulseNet,DDoS Protection,1113.7,5 - Accepted,Closed,David Park,Direct,06/26/2024,10/17/2024
OPP-01106,CopperLine,DDoS Protection,56.96,Closed Won,Closed,Chris Weber,Channel,06/08/2024,11/23/2024
OPP-01109,GridForce,Cloud Connect,309.34,5 - Accepted,Closed,Mark Thompson,Channel,06/15/2025,08/30/2025
OPP-01117,WavePoint,IP Transit,152.07,Closed Won,Closed,Mark Thompson,Agent,12/08/2024,03/26/2025
OPP-01119,SignalBridge,Colocation,252.19,Closed Won,Closed,Jessica Kim,Direct,11/02/2024,12/25/2024
OPP-01121,SkyBridge Networks,Dark Fiber,1888.5,Closed Won,Closed,Chris Weber,Agent,06/07/2024,07/06/2024
OPP-01123,Atlas Computing,IP Transit,241.65,Closed Won,Closed,Jose Banales,Agent,11/22/2024,05/05/2025
OPP-01130,FiberLink,Ethernet,125.48,5 - Accepted,Closed,Lisa Chen,Channel,12/02/2025,02/08/2026
OPP-01131,Titanium Labs,IP Transit,2592.87,Closed Won,Closed,Amy Rodriguez,Direct,08/25/2024,12/01/2024
OPP-01133,HorizonIO,Cloud Connect,237.43,5 - Accepted,Closed,Amy Rodriguez,Agent,08/08/2024,12/17/2024
OPP-01135,Apex Digital,Colocation,184.21,5 - Accepted,Closed,Ryan O'Brien,Agent,07/22/2025,01/04/2026
OPP-01148,Apex Digital,Ethernet,1013.65,5 - Accepted,Closed,Lisa Chen,Direct,05/07/2024,09/13/2024
OPP-01151,Quantum Networks,Colocation,80.91,5 - Accepted,Closed,Amy Rodriguez,Channel,05/22/2025,09/16/2025
OPP-01153,TechFlow Inc,SD-WAN,162.84,Closed Won,Closed,Amy Rodriguez,Direct,07/12/2025,08/05/2025
OPP-01157,EchoPoint,DDoS Protection,270.21,Closed Won,Closed,Nicole Foster,Agent,05/21/2025,06/21/2025
OPP-01166,Cascade Networks,SD-WAN,873.42,Closed Won,Closed,Sarah Mitchell,Channel,01/14/2025,03/02/2025
OPP-01171,TerraLink,Colocation,476.63,5 - Accepted,Closed,Chris Weber,Channel,12/05/2025,03/15/2026
OPP-01172,CloudFirst,DDoS Protection,309.09,Closed Won,Closed,Mark Thompson,Direct,05/21/2025,09/13/2025
OPP-01174,LinkStream,Managed Services,441.08,Closed Won,Closed,Mark Thompson,Agent,12/21/2025,03/02/2026
OPP-01183,OmniConnect,Cloud Connect,1239.39,5 - Accepted,Closed,Lisa Chen,Channel,08/29/2024,11/05/2024
OPP-01184,StarForge,Colocation,165.32,Closed Won,Closed,Amy Rodriguez,Agent,11/06/2024,02/10/2025
OPP-01192,IronGate Tech,Cloud Connect,48.05,Closed Won,Closed,Amy Rodriguez,Direct,11/25/2024,04/26/2025
OPP-01194,StarForge,Ethernet,399.23,5 - Accepted,Closed,Jessica Kim,Channel,09/09/2024,09/29/2024
OPP-01195,StarForge,Managed Services,100.38,Closed Won,Closed,Ryan O'Brien,Agent,12/25/2024,06/03/2025
OPP-01198,NetScale Systems,Colocation,275.26,Closed Won,Closed,Chris Weber,Agent,05/05/2025,10/13/2025
OPP-01200,RedRock Data,Wavelengths,106.75,Closed Won,Closed,Mark Thompson,Channel,09/05/2025,11/24/2025
OPP-01201,TechFlow Inc,MPLS,90.86,Closed Won,Closed,Jose Banales,Agent,01/25/2025,02/16/2025
OPP-01203,WavePoint,MPLS,437.59,Closed Won,Closed,Amy Rodriguez,Agent,06/16/2025,07/08/2025
OPP-01206,StarForge,Wavelengths,137.41,5 - Accepted,Closed,Amy Rodriguez,Direct,03/19/2025,04/18/2025
OPP-01211,EchoPoint,Dark Fiber,3328.25,Closed Won,Closed,Jose Banales,Channel,06/05/2025,10/28/2025
OPP-01214,SkyBridge Networks,DDoS Protection,1575.51,5 - Accepted,Closed,Jose Banales,Direct,10/23/2025,03/08/2026
OPP-01218,StarForge,Managed Services,142.22,5 - Accepted,Closed,Lisa Chen,Direct,04/19/2025,06/20/2025
OPP-01224,Acme Corp,DDoS Protection,49.12,Closed Won,Closed,Jose Banales,Agent,04/07/2024,08/21/2024
OPP-01236,SwiftNode,Managed Services,1067.48,Closed Won,Closed,Amy Rodriguez,Agent,05/17/2025,07/01/2025
OPP-01238,TerraLink,Managed Services,3419.18,5 - Accepted,Closed,Chris Weber,Channel,09/20/2024,01/27/2025
OPP-01242,HorizonIO,SD-WAN,659.81,5 - Accepted,Closed,Jessica Kim,Channel,04/19/2024,06/06/2024
OPP-01243,GoldGrid,Dark Fiber,312.24,5 - Accepted,Closed,Nicole Foster,Direct,02/04/2026,02/23/2026
OPP-01248,ByteWorks,Ethernet,379.39,Closed Won,Closed,Jose Banales,Agent,08/07/2025,01/23/2026
OPP-01257,CoreConnect,Cloud Connect,2376.69,5 - Accepted,Closed,Chris Weber,Agent,09/10/2024,11/02/2024
OPP-01262,SilverStream,IP Transit,79.32,Closed Won,Closed,Ryan O'Brien,Channel,05/19/2025,08/05/2025
OPP-01265,TechFlow Inc,Cloud Connect,74.2,5 - Accepted,Closed,Ryan O'Brien,Direct,11/25/2025,02/16/2026
OPP-01271,SwiftNode,Cloud Connect,138.17,5 - Accepted,Closed,Sarah Mitchell,Channel,02/11/2025,03/02/2025
OPP-01272,DigiPath,Dark Fiber,532.76,5 - Accepted,Closed,Amy Rodriguez,Agent,01/08/2026,03/05/2026
OPP-01281,SilverStream,SD-WAN,709.72,Closed Won,Closed,Amy Rodriguez,Direct,06/17/2025,12/03/2025
OPP-01282,Summit Cloud,DDoS Protection,95.94,Closed Won,Closed,Lisa Chen,Direct,01/17/2025,03/27/2025
OPP-01285,FiberLink,Dark Fiber,1438.44,5 - Accepted,Closed,Jose Banales,Agent,04/12/2025,09/19/2025
OPP-01286,SignalBridge,Wavelengths,892.32,5 - Accepted,Closed,Jose Banales,Channel,12/29/2024,04/29/2025
OPP-01287,TechFlow Inc,SD-WAN,46.92,Closed Won,Closed,Jose Banales,Direct,02/14/2026,03/08/2026
OPP-01288,Pinnacle IT,IP Transit,82.01,5 - Accepted,Closed,Jose Banales,Direct,07/22/2025,08/22/2025
OPP-01294,WavePoint,Managed Services,1322.42,5 - Accepted,Closed,Ryan O'Brien,Channel,03/20/2025,09/16/2025
OPP-01295,Atlas Computing,Managed Services,627.87,Closed Won,Closed,Ryan O'Brien,Agent,08/28/2024,02/05/2025
OPP-01300,FiberLink,Ethernet,3331.13,Closed Won,Closed,Jose Banales,Direct,05/25/2024,08/12/2024
OPP-01311,Cascade Networks,Cloud Connect,494.78,5 - Accepted,Closed,Ryan O'Brien,Direct,05/23/2024,06/29/2024
OPP-01312,VectorData,Cloud Connect,159.01,Closed Won,Closed,Jessica Kim,Channel,10/23/2025,12/24/2025
OPP-01317,NetScale Systems,Managed Services,1206.96,5 - Accepted,Closed,Ryan O'Brien,Direct,11/03/2024,01/24/2025
OPP-01320,IronGate Tech,MPLS,213.32,Closed Won,Closed,Jose Banales,Channel,01/12/2026,03/08/2026
OPP-01323,Apex Digital,Ethernet,429.16,5 - Accepted,Closed,Nicole Foster,Direct,12/13/2024,05/30/2025
OPP-01326,RedRock Data,Cloud Connect,441.52,5 - Accepted,Closed,Lisa Chen,Channel,11/28/2025,12/31/2025
OPP-01330,IronGate Tech,Ethernet,224.73,5 - Accepted,Closed,Jose Banales,Agent,10/29/2024,04/20/2025
OPP-01331,SilverStream,MPLS,474.29,Closed Won,Closed,David Park,Agent,10/29/2024,12/26/2024
OPP-01332,TerraLink,Ethernet,835.41,5 - Accepted,Closed,Ryan O'Brien,Agent,11/25/2024,03/24/2025
OPP-01333,ByteWorks,Ethernet,752.84,Closed Won,Closed,Jessica Kim,Agent,11/22/2025,03/15/2026
OPP-01337,TerraLink,IP Transit,194.58,5 - Accepted,Closed,Chris Weber,Direct,11/09/2024,03/01/2025
OPP-01342,PulseNet,Ethernet,722.39,Closed Won,Closed,Chris Weber,Channel,09/14/2024,12/11/2024
OPP-01344,PulseNet,Colocation,414.82,Closed Won,Closed,Sarah Mitchell,Channel,08/16/2025,09/14/2025
OPP-01347,Cascade Networks,Managed Services,188.25,5 - Accepted,Closed,Chris Weber,Agent,05/06/2025,07/24/2025
OPP-01349,DigiPath,MPLS,363.09,5 - Accepted,Closed,Chris Weber,Channel,10/24/2024,02/27/2025
OPP-01351,Atlas Computing,Managed Services,218.44,Closed Won,Closed,Amy Rodriguez,Direct,01/02/2026,02/11/2026
OPP-01352,FlexNet Solutions,Cloud Connect,117.91,5 - Accepted,Closed,Jose Banales,Channel,08/24/2025,01/27/2026
OPP-01353,Pinnacle IT,Dark Fiber,1270.71,Closed Won,Closed,Jessica Kim,Direct,05/18/2024,06/08/2024
OPP-01354,Summit Cloud,Ethernet,252.67,5 - Accepted,Closed,Ryan O'Brien,Channel,03/29/2025,04/26/2025
OPP-01365,RedRock Data,Managed Services,130.48,Closed Won,Closed,Chris Weber,Agent,09/02/2024,12/12/2024
OPP-01366,SignalBridge,MPLS,114.36,Closed Won,Closed,Amy Rodriguez,Agent,06/20/2024,12/17/2024
OPP-01367,WavePoint,Dark Fiber,1384.14,5 - Accepted,Closed,Jose Banales,Channel,06/15/2024,07/10/2024
OPP-01375,DataSync Labs,Cloud Connect,119.98,Closed Won,Closed,Mark Thompson,Channel,07/05/2025,10/29/2025
OPP-01380,StarForge,SD-WAN,293.66,5 - Accepted,Closed,Ryan O'Brien,Channel,12/01/2025,03/10/2026
OPP-01382,Zenith Systems,SD-WAN,1546.01,5 - Accepted,Closed,Jose Banales,Agent,09/28/2025,01/27/2026
OPP-01384,TerraLink,Colocation,94.33,5 - Accepted,Closed,Amy Rodriguez,Direct,02/03/2026,03/04/2026
OPP-01385,SignalBridge,DDoS Protection,171.25,5 - Accepted,Closed,Lisa Chen,Agent,09/30/2025,03/15/2026
OPP-01388,OmniConnect,Wavelengths,140.23,5 - Accepted,Closed,Amy Rodriguez,Direct,09/03/2025,02/01/2026
OPP-01389,GridForce,Managed Services,75.66,5 - Accepted,Closed,Amy Rodriguez,Direct,05/04/2025,07/12/2025
OPP-01391,Apex Digital,Cloud Connect,271.29,5 - Accepted,Closed,Lisa Chen,Direct,03/25/2024,06/28/2024
OPP-01395,BluePeak,Wavelengths,331.34,5 - Accepted,Closed,Ryan O'Brien,Channel,01/03/2025,04/11/2025
OPP-01403,TerraLink,Ethernet,1322.19,5 - Accepted,Closed,Ryan O'Brien,Channel,11/28/2024,05/19/2025
OPP-01410,DigiPath,SD-WAN,319.85,Closed Won,Closed,Mark Thompson,Channel,05/23/2024,11/04/2024
OPP-01411,Atlas Computing,Cloud Connect,161.97,5 - Accepted,Closed,David Park,Agent,06/09/2025,07/28/2025
OPP-01415,Acme Corp,Managed Services,29.33,5 - Accepted,Closed,Lisa Chen,Direct,11/08/2025,01/13/2026
OPP-01416,Zenith Systems,MPLS,1325.72,Closed Won,Closed,Nicole Foster,Agent,02/25/2025,06/11/2025
OPP-01417,Pinnacle IT,Ethernet,623.61,Closed Won,Closed,Ryan O'Brien,Channel,08/05/2024,10/18/2024
OPP-01423,Titanium Labs,Dark Fiber,731.47,Closed Won,Closed,David Park,Direct,10/18/2024,12/22/2024
OPP-01431,EchoPoint,Colocation,270.37,5 - Accepted,Closed,Sarah Mitchell,Channel,09/16/2024,10/12/2024
OPP-01434,Acme Corp,Dark Fiber,139.59,Closed Won,Closed,Jose Banales,Agent,06/26/2024,10/31/2024
OPP-01439,PrimeRoute,Colocation,150.16,5 - Accepted,Closed,Mark Thompson,Channel,11/06/2024,02/11/2025
OPP-01444,TerraLink,Ethernet,610.85,Closed Won,Closed,Ryan O'Brien,Agent,05/01/2025,10/21/2025
OPP-01446,CoreConnect,Cloud Connect,1028.53,5 - Accepted,Closed,Ryan O'Brien,Channel,12/24/2025,03/12/2026
OPP-01453,CopperLine,Wavelengths,330.6,5 - Accepted,Closed,Lisa Chen,Channel,06/04/2024,07/10/2024
OPP-01455,Cascade Networks,Dark Fiber,526.55,Closed Won,Closed,Jose Banales,Direct,05/16/2025,06/28/2025
OPP-01460,LinkStream,MPLS,225.15,5 - Accepted,Closed,Nicole Foster,Agent,06/20/2024,09/08/2024
OPP-01478,NetScale Systems,Ethernet,6946.22,Closed Won,Closed,Jose Banales,Agent,02/02/2025,07/13/2025
OPP-01480,PrimeRoute,Dark Fiber,820.8,Closed Won,Closed,Jose Banales,Direct,11/22/2025,03/17/2026
OPP-01482,ClearPath,Dark Fiber,39.04,5 - Accepted,Closed,Jose Banales,Direct,05/31/2024,09/05/2024
OPP-01486,SilverStream,IP Transit,5778.95,5 - Accepted,Closed,Amy Rodriguez,Direct,04/15/2025,05/12/2025
OPP-01504,NexGen Telecom,Colocation,48.97,Closed Won,Closed,Chris Weber,Channel,12/06/2025,01/06/2026
OPP-01508,Titanium Labs,Dark Fiber,964.66,Closed Won,Closed,Jose Banales,Agent,04/05/2025,06/27/2025
OPP-01509,VectorData,IP Transit,78.45,Closed Won,Closed,Ryan O'Brien,Channel,01/13/2025,03/16/2025
OPP-01510,NexGen Telecom,IP Transit,967.04,5 - Accepted,Closed,Ryan O'Brien,Agent,10/03/2024,03/06/2025
OPP-01511,Titanium Labs,Wavelengths,26.97,5 - Accepted,Closed,Amy Rodriguez,Channel,07/25/2025,09/23/2025
OPP-01522,PrimeRoute,SD-WAN,117.51,5 - Accepted,Closed,Mark Thompson,Direct,11/10/2025,03/13/2026
OPP-01523,SkyBridge Networks,Cloud Connect,323.22,Closed Won,Closed,Nicole Foster,Channel,08/04/2024,08/20/2024
OPP-01524,DataSync Labs,Dark Fiber,127.5,Closed Won,Closed,Mark Thompson,Channel,01/05/2026,02/18/2026
OPP-01525,Apex Digital,Cloud Connect,455.93,Closed Won,Closed,Sarah Mitchell,Direct,05/27/2025,10/31/2025
OPP-01535,CopperLine,IP Transit,2436.37,Closed Won,Closed,Jose Banales,Channel,11/07/2025,12/11/2025
OPP-01538,ByteWorks,IP Transit,208.65,5 - Accepted,Closed,Chris Weber,Channel,08/10/2025,01/28/2026
OPP-01543,OmniConnect,Ethernet,166.19,5 - Accepted,Closed,Amy Rodriguez,Agent,06/09/2024,11/17/2024
OPP-01547,CloudFirst,IP Transit,190.92,5 - Accepted,Closed,Mark Thompson,Direct,08/07/2024,09/04/2024
OPP-01548,DigiPath,MPLS,517.95,Closed Won,Closed,Sarah Mitchell,Direct,08/04/2024,11/14/2024
OPP-01551,Cascade Networks,IP Transit,146.97,Closed Won,Closed,Amy Rodriguez,Direct,07/27/2024,08/15/2024
OPP-01554,DigiPath,IP Transit,460.91,5 - Accepted,Closed,David Park,Direct,07/29/2024,10/06/2024
OPP-01557,IronGate Tech,DDoS Protection,1293.77,5 - Accepted,Closed,Nicole Foster,Direct,07/05/2024,10/15/2024
OPP-01564,WavePoint,MPLS,367.41,Closed Won,Closed,Jose Banales,Agent,04/30/2024,08/27/2024
OPP-01565,SwiftNode,Wavelengths,2538.85,Closed Won,Closed,Lisa Chen,Direct,10/08/2024,02/02/2025
OPP-01566,PulseNet,Wavelengths,463.25,5 - Accepted,Closed,Lisa Chen,Direct,03/16/2025,07/23/2025
OPP-01567,IronGate Tech,DDoS Protection,6655.84,Closed Won,Closed,Nicole Foster,Channel,11/29/2025,03/12/2026
OPP-01568,SwiftNode,SD-WAN,583.31,5 - Accepted,Closed,Chris Weber,Channel,08/06/2024,12/20/2024
OPP-01569,TechFlow Inc,Dark Fiber,96.78,5 - Accepted,Closed,Jose Banales,Channel,07/28/2025,12/09/2025
OPP-01574,BluePeak,DDoS Protection,375.45,Closed Won,Closed,Sarah Mitchell,Direct,11/27/2024,02/09/2025
OPP-01577,SignalBridge,Wavelengths,891.71,Closed Won,Closed,Sarah Mitchell,Channel,12/08/2024,01/16/2025
OPP-01597,Atlas Computing,Colocation,9127.69,5 - Accepted,Closed,Mark Thompson,Direct,12/19/2025,03/09/2026
OPP-01601,DataSync Labs,Cloud Connect,100.41,Closed Won,Closed,Sarah Mitchell,Direct,10/07/2025,01/31/2026
OPP-01603,SilverStream,Dark Fiber,993.45,5 - Accepted,Closed,Chris Weber,Channel,11/02/2025,01/20/2026
OPP-01605,BluePeak,Dark Fiber,23.84,5 - Accepted,Closed,Amy Rodriguez,Channel,08/01/2025,12/07/2025
OPP-01609,IronGate Tech,IP Transit,116.03,5 - Accepted,Closed,Mark Thompson,Direct,01/19/2026,03/08/2026
OPP-01610,Zenith Systems,IP Transit,40.98,Closed Won,Closed,Amy Rodriguez,Agent,06/28/2024,08/05/2024
OPP-01614,WavePoint,Wavelengths,228.11,5 - Accepted,Closed,Mark Thompson,Direct,11/10/2025,03/03/2026
OPP-01620,TechFlow Inc,Ethernet,1431.91,Closed Won,Closed,Ryan O'Brien,Agent,03/30/2024,08/30/2024
OPP-01627,Cascade Networks,Colocation,354.23,5 - Accepted,Closed,Mark Thompson,Agent,07/21/2025,08/31/2025
OPP-01628,PrimeRoute,Managed Services,3950.83,Closed Won,Closed,Mark Thompson,Channel,12/01/2024,01/29/2025
