opportunity_id,customer_account,product_group,mrr,stage,forecast_category,rep,sales_channel,created_date,close_date
OPP-02619,IronGate Tech,SD-WAN,191.21,Closed Lost,Not In Forecast,Jessica Kim,Channel,07/31/2025,10/17/2025
OPP-02621,SilverStream,IP Transit,1318.68,Closed Lost,Not In Forecast,Jose Banales,Agent,10/05/2024,01/06/2025
OPP-02628,Quantum Networks,IP Transit,737.07,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,06/19/2024,09/05/2024
OPP-02630,DigiPath,Cloud Connect,336.54,Closed Lost,Not In Forecast,Jessica Kim,Channel,08/27/2025,02/19/2026
OPP-02631,CoreConnect,SD-WAN,722.31,Closed Lost,Not In Forecast,Chris Weber,Direct,06/02/2024,11/01/2024
OPP-02632,SkyBridge Networks,DDoS Protection,97.18,Closed Lost,Not In Forecast,Lisa Chen,Channel,02/01/2025,02/26/2025
OPP-02635,SilverStream,IP Transit,4323.72,Closed Lost,Not In Forecast,Jessica Kim,Agent,04/17/2025,07/03/2025
OPP-02640,ByteWorks,Dark Fiber,134.72,Closed Lost,Not In Forecast,Chris Weber,Agent,01/02/2025,06/21/2025
OPP-02646,SignalBridge,DDoS Protection,240.2,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,04/05/2025,07/03/2025
OPP-02649,TerraLink,Wavelengths,207.9,Closed Lost,Not In Forecast,Chris Weber,Direct,02/03/2026,03/05/2026
OPP-02651,PrimeRoute,Wavelengths,2254.45,Closed Lost,Not In Forecast,Jessica Kim,Agent,04/18/2025,06/11/2025
OPP-02654,Atlas Computing,Managed Services,852.13,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,08/28/2025,02/20/2026
OPP-02656,CopperLine,IP Transit,537.73,Closed Lost,Not In Forecast,Jessica Kim,Agent,10/09/2025,01/29/2026
OPP-02662,SilverStream,IP Transit,216.04,Closed Lost,Not In Forecast,David Park,Agent,06/21/2024,08/25/2024
OPP-02664,ByteWorks,IP Transit,197.79,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,08/14/2025,11/29/2025
OPP-02668,TechFlow Inc,Ethernet,225.18,Closed Lost,Not In Forecast,Lisa Chen,Channel,11/07/2024,03/02/2025
OPP-02670,NetScale Systems,Colocation,730.03,Closed Lost,Not In Forecast,Jose Banales,Channel,01/14/2025,05/13/2025
OPP-02674,Atlas Computing,Dark Fiber,639.78,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,01/29/2025,07/15/2025
OPP-02677,SwiftNode,SD-WAN,1407.01,Closed Lost,Not In Forecast,Lisa Chen,Direct,03/03/2025,06/21/2025
OPP-02678,SignalBridge,Ethernet,837.19,Closed Lost,Not In Forecast,Nicole Foster,Direct,03/19/2024,04/17/2024
OPP-02679,HorizonIO,MPLS,154.89,Closed Lost,Not In Forecast,Nicole Foster,Agent,07/10/2024,12/29/2024
OPP-02684,SkyBridge Networks,Cloud Connect,369.36,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,07/20/2024,11/11/2024
OPP-02690,Quantum Networks,Cloud Connect,171.92,Closed Lost,Not In Forecast,Chris Weber,Direct,12/01/2024,05/24/2025
OPP-02694,Apex Digital,DDoS Protection,212.17,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,04/29/2025,07/26/2025
OPP-02698,WavePoint,DDoS Protection,362.04,Closed Lost,Not In Forecast,Jessica Kim,Direct,12/17/2025,03/07/2026
OPP-02700,IronGate Tech,Colocation,114.0,Closed Lost,Not In Forecast,Chris Weber,Agent,09/01/2025,09/22/2025
OPP-02702,TerraLink,IP Transit,3152.08,Closed Lost,Not In Forecast,Jessica Kim,Agent,08/20/2024,09/08/2024
OPP-02705,Atlas Computing,Ethernet,1165.99,Closed Lost,Not In Forecast,Jessica Kim,Agent,03/07/2025,04/08/2025
OPP-02706,Titanium Labs,IP Transit,359.33,Closed Lost,Not In Forecast,David Park,Agent,09/09/2025,01/10/2026
OPP-02708,TechFlow Inc,Dark Fiber,1116.09,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,08/14/2024,01/23/2025
OPP-02713,SignalBridge,MPLS,84.97,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,06/08/2024,07/01/2024
OPP-02715,CloudFirst,Dark Fiber,1181.23,Closed Lost,Not In Forecast,Lisa Chen,Channel,03/20/2024,05/22/2024
OPP-02719,TerraLink,Wavelengths,689.99,Closed Lost,Not In Forecast,Chris Weber,Channel,02/20/2025,07/26/2025
OPP-02730,ByteWorks,Dark Fiber,1262.71,Closed Lost,Not In Forecast,David Park,Channel,02/15/2026,03/15/2026
OPP-02734,NexGen Telecom,MPLS,334.33,Closed Lost,Not In Forecast,Nicole Foster,Agent,02/17/2025,06/12/2025
OPP-02740,CopperLine,Colocation,330.89,Closed Lost,Not In Forecast,Lisa Chen,Agent,10/25/2025,02/26/2026
OPP-02743,FiberLink,Managed Services,673.33,Closed Lost,Not In Forecast,Jessica Kim,Channel,09/16/2025,11/25/2025
OPP-02744,TerraLink,MPLS,224.48,Closed Lost,Not In Forecast,Mark Thompson,Direct,09/27/2024,01/24/2025
OPP-02745,CopperLine,MPLS,738.88,Closed Lost,Not In Forecast,Nicole Foster,Channel,08/06/2024,11/29/2024
OPP-02746,Apex Digital,Ethernet,981.38,Closed Lost,Not In Forecast,Mark Thompson,Channel,06/22/2025,08/15/2025
OPP-02751,Pinnacle IT,Dark Fiber,1103.15,Closed Lost,Not In Forecast,Chris Weber,Channel,08/18/2024,01/18/2025
OPP-02759,ByteWorks,MPLS,1794.66,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,07/11/2024,07/26/2024
OPP-02764,CoreConnect,SD-WAN,5724.05,Closed Lost,Not In Forecast,Jessica Kim,Channel,12/14/2024,04/20/2025
OPP-02767,IronGate Tech,Wavelengths,451.01,Closed Lost,Not In Forecast,Mark Thompson,Agent,09/03/2025,10/03/2025
OPP-02771,GridForce,Wavelengths,21.54,Closed Lost,Not In Forecast,Mark Thompson,Channel,04/05/2024,05/11/2024
OPP-02775,FlexNet Solutions,DDoS Protection,285.54,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,08/08/2025,01/12/2026
OPP-02777,GoldGrid,IP Transit,191.95,Closed Lost,Not In Forecast,Jose Banales,Direct,11/25/2025,03/09/2026
OPP-02778,Atlas Computing,Cloud Connect,800.47,Closed Lost,Not In Forecast,Lisa Chen,Agent,09/05/2024,12/17/2024
OPP-02779,WavePoint,DDoS Protection,189.41,Closed Lost,Not In Forecast,Nicole Foster,Agent,07/11/2024,10/23/2024
OPP-02795,SilverStream,DDoS Protection,417.26,Closed Lost,Not In Forecast,Mark Thompson,Agent,08/21/2024,11/15/2024
OPP-02799,CloudFirst,Ethernet,88.29,Closed Lost,Not In Forecast,Jessica Kim,Agent,01/11/2026,03/08/2026
OPP-02800,FlexNet Solutions,SD-WAN,441.9,Closed Lost,Not In Forecast,Jessica Kim,Channel,09/26/2025,11/27/2025
OPP-02802,TerraLink,Ethernet,423.48,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,12/21/2025,02/24/2026
OPP-02811,DataSync Labs,Dark Fiber,836.22,Closed Lost,Not In Forecast,David Park,Channel,12/29/2025,02/14/2026
OPP-02814,Atlas Computing,Dark Fiber,201.54,Closed Lost,Not In Forecast,David Park,Direct,12/30/2025,03/05/2026
OPP-02820,WavePoint,Colocation,15.05,Closed Lost,Not In Forecast,Lisa Chen,Direct,06/03/2024,06/27/2024
OPP-02828,CloudFirst,Ethernet,373.27,Closed Lost,Not In Forecast,Jose Banales,Agent,09/29/2025,11/19/2025
OPP-02829,HorizonIO,Dark Fiber,669.46,Closed Lost,Not In Forecast,Lisa Chen,Agent,09/06/2024,12/02/2024
OPP-02830,FlexNet Solutions,Dark Fiber,28.98,Closed Lost,Not In Forecast,Mark Thompson,Agent,04/09/2024,09/18/2024
OPP-02831,VectorData,Wavelengths,75.24,Closed Lost,Not In Forecast,Mark Thompson,Agent,09/02/2024,12/16/2024
OPP-02832,Pinnacle IT,MPLS,2159.94,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,12/01/2024,01/07/2025
OPP-02834,Summit Cloud,Cloud Connect,312.47,Closed Lost,Not In Forecast,Jessica Kim,Direct,09/24/2024,02/12/2025
OPP-02836,FlexNet Solutions,MPLS,558.26,Closed Lost,Not In Forecast,David Park,Agent,05/28/2024,11/07/2024
OPP-02838,WavePoint,Wavelengths,153.82,Closed Lost,Not In Forecast,Lisa Chen,Direct,12/19/2025,03/02/2026
OPP-02839,CloudFirst,SD-WAN,425.64,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,01/09/2025,02/02/2025
OPP-02841,VectorData,Colocation,275.25,Closed Lost,Not In Forecast,Jessica Kim,Channel,08/22/2024,12/06/2024
OPP-02844,Zenith Systems,Managed Services,1993.79,Closed Lost,Not In Forecast,Jose Banales,Direct,11/27/2025,02/12/2026
OPP-02851,GridForce,DDoS Protection,291.24,Closed Lost,Not In Forecast,Nicole Foster,Agent,08/31/2025,12/03/2025
OPP-02852,BluePeak,DDoS Protection,137.65,Closed Lost,Not In Forecast,David Park,Agent,06/16/2024,08/03/2024
OPP-02863,EchoPoint,Wavelengths,1355.86,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,09/09/2025,03/03/2026
OPP-02865,ClearPath,MPLS,109.62,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,04/18/2025,08/20/2025
OPP-02867,CoreConnect,Managed Services,32.77,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,05/25/2024,11/21/2024
OPP-02868,SwiftNode,Ethernet,732.02,Closed Lost,Not In Forecast,David Park,Channel,09/22/2024,12/05/2024
OPP-02873,Pinnacle IT,Cloud Connect,569.7,Closed Lost,Not In Forecast,Chris Weber,Agent,08/06/2024,12/05/2024
OPP-02874,Apex Digital,DDoS Protection,1124.9,Closed Lost,Not In Forecast,David Park,Agent,10/12/2025,11/29/2025
OPP-02876,DigiPath,Wavelengths,69.57,Closed Lost,Not In Forecast,Chris Weber,Direct,06/09/2024,07/20/2024
OPP-02882,Atlas Computing,Wavelengths,1765.92,Closed Lost,Not In Forecast,Chris Weber,Channel,03/27/2024,09/09/2024
OPP-02883,TechFlow Inc,Managed Services,200.49,Closed Lost,Not In Forecast,Jose Banales,Direct,11/01/2025,01/12/2026
OPP-02884,SignalBridge,Dark Fiber,212.42,Closed Lost,Not In Forecast,Jessica Kim,Agent,08/23/2024,12/27/2024
OPP-02887,Summit Cloud,Wavelengths,102.92,Closed Lost,Not In Forecast,Jessica Kim,Agent,07/31/2024,09/22/2024
OPP-02888,CloudFirst,IP Transit,1784.55,Closed Lost,Not In Forecast,Chris Weber,Direct,12/04/2024,03/17/2025
OPP-02889,SignalBridge,Cloud Connect,865.79,Closed Lost,Not In Forecast,Jessica Kim,Direct,04/27/2024,08/17/2024
OPP-02891,DigiPath,IP Transit,26.33,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,05/09/2025,10/24/2025
OPP-02893,SignalBridge,Colocation,400.71,Closed Lost,Not In Forecast,Lisa Chen,Channel,02/26/2025,08/08/2025
OPP-02895,CopperLine,SD-WAN,134.57,Closed Lost,Not In Forecast,Mark Thompson,Agent,12/16/2024,02/19/2025
OPP-02896,GridForce,Ethernet,449.69,Closed Lost,Not In Forecast,Lisa Chen,Agent,12/27/2025,02/01/2026
OPP-02900,SignalBridge,DDoS Protection,2180.66,Closed Lost,Not In Forecast,David Park,Direct,09/11/2025,12/27/2025
OPP-02905,Titanium Labs,Colocation,432.71,Closed Lost,Not In Forecast,Chris Weber,Direct,08/15/2024,12/28/2024
OPP-02906,TerraLink,IP Transit,77.92,Closed Lost,Not In Forecast,Mark Thompson,Direct,01/14/2025,03/22/2025
OPP-02911,FlexNet Solutions,Colocation,314.18,Closed Lost,Not In Forecast,Jessica Kim,Channel,06/24/2024,12/04/2024
OPP-02912,DigiPath,Dark Fiber,2122.85,Closed Lost,Not In Forecast,Nicole Foster,Direct,06/13/2025,08/20/2025
OPP-02916,RedRock Data,Ethernet,148.93,Closed Lost,Not In Forecast,David Park,Channel,10/22/2024,01/04/2025
OPP-02920,Apex Digital,Dark Fiber,41.04,Closed Lost,Not In Forecast,Mark Thompson,Direct,01/02/2026,02/28/2026
OPP-02921,VectorData,Ethernet,190.69,Closed Lost,Not In Forecast,David Park,Direct,06/30/2024,10/14/2024
OPP-02924,Quantum Networks,DDoS Protection,652.29,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,02/01/2025,05/16/2025
OPP-02928,Cascade Networks,Dark Fiber,1067.82,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,10/11/2025,11/09/2025
OPP-02931,RedRock Data,Wavelengths,519.06,Closed Lost,Not In Forecast,Jessica Kim,Direct,08/31/2024,02/04/2025
OPP-02938,CoreConnect,Dark Fiber,640.81,Closed Lost,Not In Forecast,Chris Weber,Direct,08/17/2025,02/02/2026
OPP-02941,Titanium Labs,Cloud Connect,836.09,Closed Lost,Not In Forecast,Jose Banales,Channel,03/01/2025,06/25/2025
OPP-02943,WavePoint,MPLS,205.74,Closed Lost,Not In Forecast,David Park,Direct,01/13/2026,02/16/2026
OPP-02945,SilverStream,Cloud Connect,395.42,Closed Lost,Not In Forecast,Lisa Chen,Direct,12/23/2025,03/14/2026
OPP-02946,Pinnacle IT,SD-WAN,223.1,Closed Lost,Not In Forecast,Chris Weber,Agent,06/17/2025,10/09/2025
OPP-02947,Quantum Networks,Wavelengths,227.39,Closed Lost,Not In Forecast,Chris Weber,Channel,01/27/2025,07/13/2025
OPP-02951,NetScale Systems,Managed Services,137.53,Closed Lost,Not In Forecast,Mark Thompson,Direct,11/06/2024,02/13/2025
OPP-02956,IronGate Tech,Colocation,408.85,Closed Lost,Not In Forecast,Mark Thompson,Direct,04/30/2024,10/07/2024
OPP-02960,CoreConnect,Cloud Connect,475.7,Closed Lost,Not In Forecast,Lisa Chen,Channel,11/28/2024,02/15/2025
OPP-02966,Quantum Networks,SD-WAN,1590.09,Closed Lost,Not In Forecast,David Park,Channel,07/03/2025,10/05/2025
OPP-02967,PrimeRoute,Ethernet,1027.92,Closed Lost,Not In Forecast,Lisa Chen,Direct,11/21/2024,02/14/2025
OPP-02968,CopperLine,Managed Services,4608.91,Closed Lost,Not In Forecast,Mark Thompson,Agent,01/21/2025,04/03/2025
OPP-02969,FlexNet Solutions,SD-WAN,3950.7,Closed Lost,Not In Forecast,Nicole Foster,Agent,12/19/2025,01/20/2026
OPP-02974,LinkStream,DDoS Protection,159.31,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,10/30/2024,02/25/2025
OPP-02975,TerraLink,DDoS Protection,165.61,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,08/30/2024,02/01/2025
OPP-02977,VectorData,Managed Services,62.11,Closed Lost,Not In Forecast,Mark Thompson,Channel,01/06/2026,02/19/2026
OPP-02981,StarForge,Wavelengths,894.81,Closed Lost,Not In Forecast,Jessica Kim,Agent,09/10/2025,10/19/2025
OPP-02984,RedRock Data,IP Transit,381.22,Closed Lost,Not In Forecast,Jessica Kim,Channel,03/22/2025,08/27/2025
OPP-02986,StarForge,Colocation,80.1,Closed Lost,Not In Forecast,David Park,Direct,03/31/2024,08/18/2024
OPP-02988,HorizonIO,SD-WAN,1105.91,Closed Lost,Not In Forecast,Mark Thompson,Agent,12/10/2024,05/23/2025
OPP-02995,GoldGrid,Wavelengths,9506.54,Closed Lost,Not In Forecast,Jessica Kim,Agent,03/22/2024,09/03/2024
OPP-02996,IronGate Tech,Colocation,900.33,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,11/27/2025,03/11/2026
